person_id,name,name_type,case_id,role,is_matching_pair
PID48668,Rahul Shah,phonetic,C3845,victim,1
PID48668,Raahul Shah,transliteration,C4919,witness,1
PID63782,Deepak Gupta,standard,C7307,victim,1
PID63782,Deepaak Goopta,transliteration,C6674,victim,1
PID95012,Aarav Gupta,non_matching,C8307,victim,0
PID96139,Krishna Chauhan,standard,C3994,victim,1
PID96139,Krishhna Chauhann,phonetic,C5970,suspect,1
PID96139,Keishna Chauhau,typo,C7834,reporter,1
PID96139,Krishhna Chauhann,phonetic,C9081,suspect,1
PID33235,Krishna Shah,non_matching,C4213,suspect,0
PID66856,Rahul Joshi,standard,C9496,witness,1
PID66856,Rahul Joshhi,phonetic,C6854,victim,1
PID66856,Rahul Joshhi,phonetic,C6407,victim,1
PID66856,Rahul Joshhi,phonetic,C5849,suspect,1
PID53052,Vikram Gupta,standard,C8315,suspect,1
PID53052,Veekram Goopta,transliteration,C1718,reporter,1
PID67781,Gaurav Yadav,standard,C2556,suspect,1
PID67781,Gaurab Yadab,phonetic,C8125,victim,1
PID67781,Gaoorav Yaadav,transliteration,C2491,suspect,1
PID67781,Guarav Yadva,typo,C7896,witness,1
PID39790,Gaurav Singh,non_matching,C4440,victim,0
PID13636,Varun Trivedi,standard,C2596,witness,1
PID13636,Vaun Trivdi,typo,C8893,witness,1
PID67162,Lakshmi Kumar,standard,C4341,victim,1
PID67162,Laxhmi Kumaar,transliteration,C4857,witness,1
PID67162,Laksbhmi Kmuar,typo,C6924,reporter,1
PID67162,Lakshmmi Kummar,phonetic,C3038,suspect,1
PID91881,Lakshmi Mehta,non_matching,C4208,witness,0
PID37828,Vikram Choudhary,standard,C3671,victim,1
PID37828,Vikramm Choudhhary,phonetic,C7100,suspect,1
PID89762,Aarav Singh,standard,C8059,reporter,1
PID89762,Aarab Sinngh,phonetic,C4076,victim,1
PID90171,Shreya Mehta,standard,C1519,reporter,1
PID90171,Shrena Mehat,typo,C3789,witness,1
PID90171,Shreya Mehtha,phonetic,C5482,reporter,1
PID81304,Ravi Verma,standard,C9453,suspect,1
PID81304,Rabi Verma,phonetic,C9646,reporter,1
PID17860,Aditya Agarwal,standard,C2265,suspect,1
PID17860,Adetya Agarwaq,typo,C5659,suspect,1
PID17860,Aditnya Aarwal,typo,C7289,reporter,1
PID17860,Adityaa Agaarwal,transliteration,C7220,victim,1
PID84040,Aarav Agarwal,standard,C9432,victim,1
PID84040,Aarab Agarval,phonetic,C9832,reporter,1
PID84040,Aajav Agarwas,typo,C6839,witness,1
PID84040,Aarab Agarval,phonetic,C5014,witness,1
PID46721,Rahul Agarwal,standard,C1999,victim,1
PID46721,Raahul Agaarwal,transliteration,C4327,witness,1
PID67563,Ravi Mishra,standard,C4804,suspect,1
PID67563,Rawi Misra,transliteration,C8526,victim,1
PID67563,Rabi Mishra,phonetic,C8877,witness,1
PID11303,Gaurav Mehta,standard,C6247,suspect,1
PID11303,Gautav Mdehta,typo,C3957,suspect,1
PID39428,Vikram Kumar,standard,C5833,reporter,1
PID39428,Vikram Kummar,phonetic,C1437,witness,1
PID52601,Ishaan Choudhary,standard,C1689,victim,1
PID52601,Ishlan Choudhiry,typo,C1034,reporter,1
PID52601,Ishhaan Choudhhary,phonetic,C6176,victim,1
PID21521,Gaurav Kumar,standard,C4801,victim,1
PID21521,Gaurab Kummar,phonetic,C9548,suspect,1
PID97432,Shreya Choudhary,standard,C1750,victim,1
PID97432,Shreyaa Choudhaary,transliteration,C6508,victim,1
PID97432,Shreyaa Choudhaary,transliteration,C8648,victim,1
PID97432,Shreya Choudhaary,transliteration,C1674,suspect,1
PID23587,Shreya Trivedi,non_matching,C1980,victim,0
PID37462,Sanjay Yadav,standard,C5996,victim,1
PID37462,Sajnay Yaadv,typo,C9428,reporter,1
PID37462,Sanjay Yadab,phonetic,C3722,witness,1
PID37462,Sxanjay Yaadv,typo,C2769,victim,1
PID17270,Sanjay Choudhary,non_matching,C3273,witness,0
PID69375,Gaurav Mishra,standard,C4793,reporter,1
PID69375,Gaurab Mishhra,phonetic,C5520,victim,1
PID69375,Gaurab Mishhra,phonetic,C3683,suspect,1
PID69375,Gaurab Mishra,phonetic,C8028,reporter,1
PID25249,Ananya Trivedi,standard,C7084,victim,1
PID25249,Annanya Trivedhi,phonetic,C6046,victim,1
PID25249,Aanya Trivedr,typo,C7213,suspect,1
PID25249,Anana Trovedi,typo,C3135,suspect,1
PID35370,Rahul Patel,standard,C4191,witness,1
PID35370,Rahool Paatel,transliteration,C7098,witness,1
PID79386,Suresh Patel,non_matching,C8646,reporter,0
PID84023,Amit Agarwal,standard,C4409,reporter,1
PID84023,Aomit Agarwel,typo,C3886,victim,1
PID84023,Ammit Agarval,phonetic,C2965,victim,1
PID84023,Amst Agrawal,typo,C5267,victim,1
PID75603,Amit Shah,non_matching,C6926,witness,0
PID34830,Varun Agarwal,standard,C2362,suspect,1
PID34830,Vrun Agarwtal,typo,C8165,witness,1
PID34830,Varun Agaarwal,transliteration,C8866,witness,1
PID34830,Vaarun Agaarwal,transliteration,C8704,victim,1
PID62566,Kavita Yadav,standard,C2621,suspect,1
PID62566,Kavia Ydaav,typo,C6590,witness,1
PID54954,Kavita Sharma,non_matching,C3420,victim,0
PID63120,Shreya Patel,standard,C7780,suspect,1
PID63120,Shreya Pathel,phonetic,C6707,witness,1
PID98470,Kavita Gupta,standard,C3999,reporter,1
PID98470,Kaavita Goopta,transliteration,C3057,suspect,1
PID98470,Kabita Guptha,phonetic,C6027,suspect,1
PID70873,Lakshmi Gupta,non_matching,C4923,reporter,0
PID72774,Ananya Joshi,standard,C4171,suspect,1
PID72774,Annanya Joshhi,phonetic,C5921,witness,1
PID21519,Amit Joshi,non_matching,C1140,witness,0
PID67669,Aarav Choudhary,standard,C5293,witness,1
PID67669,Agrav Cohudhary,typo,C3694,reporter,1
PID67669,Aarab Choudhhary,phonetic,C7584,suspect,1
PID67669,Aaarav Chooodhary,transliteration,C2808,victim,1
PID14890,Yash Patel,standard,C9331,reporter,1
PID14890,Yas Paatel,transliteration,C1606,victim,1
PID14890,Yashh Pathel,phonetic,C2259,victim,1
PID14890,Yas Paatel,transliteration,C5017,suspect,1
PID54984,Rahul Sharma,standard,C3824,suspect,1
PID54984,Rahul Sharmma,phonetic,C2969,victim,1
PID54984,Rahool Shaarma,transliteration,C5168,victim,1
PID22719,Ishaan Gupta,standard,C2498,victim,1
PID22719,Ishaoan Guta,typo,C5866,witness,1
PID68104,Lakshmi Choudhary,standard,C6865,reporter,1
PID68104,Lakshmmi Cfhoudhary,typo,C3197,victim,1
PID48678,Amit Singh,standard,C6040,reporter,1
PID48678,Amirt Singvh,typo,C6021,reporter,1
PID35233,Ananya Singh,non_matching,C2527,witness,0
PID65842,Ananya Verma,standard,C7851,suspect,1
PID65842,Anany Vermra,typo,C4881,victim,1
PID33818,Vikram Singh,standard,C3679,victim,1
PID33818,Vuikram Singh,typo,C3957,witness,1
PID33818,Vikram Sinngh,phonetic,C3411,victim,1
PID93305,Neha Gupta,standard,C3330,victim,1
PID93305,Neha Guptha,phonetic,C5769,reporter,1
PID93305,Niha Gutpa,typo,C5455,victim,1
PID80951,Shreya Kumar,standard,C6614,victim,1
PID80951,Shreya Kummar,phonetic,C3425,witness,1
PID80951,Sheya Kbumar,typo,C4850,witness,1
PID78838,Vikram Trivedi,standard,C6473,suspect,1
PID78838,Vikram Trivedi,phonetic,C6988,witness,1
PID78838,Vkiram Triveyi,typo,C4866,reporter,1
PID78838,Vikramm Trivedi,phonetic,C8242,reporter,1
PID67451,Aditya Singh,standard,C3947,victim,1
PID67451,Adhitya Sinngh,phonetic,C3747,victim,1
PID67451,Adithya Sinngh,phonetic,C4356,witness,1
PID67451,Akitya Songh,typo,C6607,victim,1
PID91313,Aditya Verma,non_matching,C7930,suspect,0
PID19583,Pooja Joshi,standard,C1793,suspect,1
PID19583,Pooja Joshli,typo,C1559,suspect,1
PID49244,Arjun Choudhary,standard,C6585,reporter,1
PID49244,Arjunn Choudhhary,phonetic,C1493,suspect,1
PID22556,Arjun Chauhan,non_matching,C4443,witness,0
PID82420,Suresh Verma,standard,C6454,suspect,1
PID82420,Sures Verma,transliteration,C4905,suspect,1
PID82420,Sureshh Vermma,phonetic,C6146,reporter,1
PID82420,Sureshh Verma,phonetic,C7319,victim,1
PID97578,Vikram Joshi,standard,C5659,victim,1
PID97578,Veekram Joshee,transliteration,C9871,victim,1
PID97578,Vikram Joshee,transliteration,C4080,victim,1
PID97578,Vaikram Josih,typo,C6322,victim,1
PID75240,Aditya Kumar,standard,C9978,victim,1
PID75240,Aeditya Kuamr,typo,C4958,reporter,1
PID75240,Adityaa Kumaar,transliteration,C6994,victim,1
PID75240,Adiyta Kuxmar,typo,C1763,suspect,1
PID21084,Divya Patel,standard,C8358,witness,1
PID21084,Divye Paqtel,typo,C1609,suspect,1
PID21084,Divwa Pctel,typo,C6224,reporter,1
PID21084,Divyaa Paatel,transliteration,C2723,suspect,1
PID63504,Gaurav Patel,standard,C9754,victim,1
PID63504,Gaurab Pathel,phonetic,C1024,victim,1
PID63504,Gaura Pate,typo,C6232,reporter,1
PID63504,Garurav Patez,typo,C7797,victim,1
PID59866,Varun Gupta,standard,C4291,suspect,1
PID59866,Varunn Guptha,phonetic,C2899,reporter,1
PID26149,Krishna Mehta,standard,C6260,victim,1
PID26149,Krisha Mecta,typo,C2707,reporter,1
PID26149,Krishnna Mehta,phonetic,C9546,reporter,1
PID26149,Krihna Menta,typo,C1209,victim,1
PID25566,Krishna Chauhan,non_matching,C4543,reporter,0
PID66472,Krishna Patel,standard,C9473,witness,1
PID66472,Krisna Paatel,transliteration,C7370,reporter,1
PID79751,Deepak Sharma,standard,C6196,victim,1
PID79751,Deepak Sharmma,phonetic,C3448,reporter,1
PID79751,Deiepak Siharma,typo,C4413,suspect,1
PID79751,Deepak Sharma,phonetic,C6947,victim,1
PID65176,Suresh Patel,standard,C7095,victim,1
PID65176,Soresh Ptael,typo,C2312,suspect,1
PID37129,Sanjay Mishra,standard,C5568,victim,1
PID37129,Saanjay Mishraa,transliteration,C1175,reporter,1
PID37129,Sannjay Mishhra,phonetic,C1489,reporter,1
PID37129,Sajay Mishrv,typo,C4747,suspect,1
PID57359,Gaurav Chauhan,standard,C8037,suspect,1
PID57359,Gaoorav Chaauhan,transliteration,C3591,victim,1
PID54851,Lakshmi Gupta,standard,C1973,victim,1
PID54851,Laksmi Gupzta,typo,C6559,witness,1
PID54851,Lakshmo Gupat,typo,C4226,victim,1
PID54851,Lakshmmi Guptha,phonetic,C4870,witness,1
PID49517,Ishaan Gupta,non_matching,C3641,suspect,0
PID80986,Neha Trivedi,standard,C2180,witness,1
PID80986,Nehaa Treevedi,transliteration,C9061,suspect,1
PID98178,Arjun Mishra,standard,C6907,witness,1
PID98178,Arjunn Mishhra,phonetic,C3501,victim,1
PID56934,Divya Joshi,standard,C7694,witness,1
PID56934,Divyaa Joshee,transliteration,C8070,reporter,1
PID56934,Divya Joshhi,phonetic,C9590,suspect,1
PID29056,Divya Kumar,non_matching,C5249,victim,0
PID82445,Pooja Chauhan,standard,C4609,suspect,1
PID82445,Pkooja Chauhaq,typo,C7408,suspect,1
PID82445,Pooja Chauhann,phonetic,C4623,reporter,1
PID82445,Poja Chauhain,typo,C9693,reporter,1
PID48679,Vikram Gupta,standard,C3708,witness,1
PID48679,Vikran Gupt,typo,C6361,victim,1
PID48679,Vkram Guptza,typo,C4914,victim,1
PID44974,Vikram Chauhan,non_matching,C3517,suspect,0
PID11685,Shreya Gupta,standard,C3260,witness,1
PID11685,Shreya Goopta,transliteration,C8294,suspect,1
PID71022,Vikram Gupta,non_matching,C4505,suspect,0
PID50485,Pooja Joshi,standard,C9289,witness,1
PID50485,Puja Josi,transliteration,C5112,victim,1
PID50485,Pooja Joshhi,phonetic,C9173,suspect,1
PID29723,Ananya Yadav,standard,C6205,suspect,1
PID29723,Annanya Yadhav,phonetic,C9500,victim,1
PID82495,Ishaan Patel,standard,C1144,reporter,1
PID82495,Ishan Ptel,typo,C2502,reporter,1
PID82495,Ihaan Paptel,typo,C7252,victim,1
PID82495,Ishaan Paatel,transliteration,C9450,witness,1
PID79954,Arjun Choudhary,standard,C2955,witness,1
PID79954,Arjoon Choudhaary,transliteration,C1096,witness,1
PID79954,Arjunn Choudhhary,phonetic,C2561,reporter,1
PID79954,Arjun Chooodhary,transliteration,C3754,suspect,1
PID37352,Varun Singh,standard,C8274,victim,1
PID37352,Varnu Shingh,typo,C9677,reporter,1
PID86410,Neha Mishra,standard,C4601,witness,1
PID86410,Nehaa Mishraa,transliteration,C6214,witness,1
PID86410,Neha Mishhra,phonetic,C6296,reporter,1
PID11847,Shreya Mishra,non_matching,C2627,victim,0
PID69809,Ishaan Chauhan,standard,C9112,reporter,1
PID69809,Ishhaan Chauhann,phonetic,C3484,victim,1
PID69809,Isuaan Chauahn,typo,C2754,victim,1
PID69809,Ishhaan Chauhann,phonetic,C7772,victim,1
PID47040,Yash Sharma,standard,C3346,reporter,1
PID47040,Yah Shharma,typo,C9690,victim,1
PID47040,Yashh Sharmma,phonetic,C2911,witness,1
PID28028,Kavita Mishra,standard,C5386,victim,1
PID28028,Kaveeta Meeshra,transliteration,C1568,reporter,1
PID29586,Krishna Verma,standard,C9749,witness,1
PID29586,Krisna Vermaa,transliteration,C5756,reporter,1
PID29586,Krishnaa Verma,transliteration,C3961,reporter,1
PID26967,Gaurav Shah,standard,C1058,witness,1
PID26967,Gaoorav Shah,transliteration,C3538,victim,1
PID26967,Gaurab Shah,phonetic,C2226,reporter,1
PID81203,Varun Joshi,standard,C4383,suspect,1
PID81203,Vqarun Joshei,typo,C9375,victim,1
PID40606,Vikram Yadav,standard,C7035,victim,1
PID40606,Vikram Yadab,phonetic,C9770,suspect,1
PID75516,Deepak Shah,standard,C8814,suspect,1
PID75516,Dipak Shah,transliteration,C4894,witness,1
PID75516,Deepuak Sahh,typo,C4101,reporter,1
PID11133,Deepak Agarwal,standard,C4336,reporter,1
PID11133,Deepak Agarval,phonetic,C2615,witness,1
PID11133,Deepak Agarval,phonetic,C9258,suspect,1
PID11133,Dipak Agaarwal,transliteration,C9074,victim,1
PID20005,Manish Yadav,standard,C4439,reporter,1
PID20005,Manihs Ydaav,typo,C9512,reporter,1
PID61667,Manish Kumar,non_matching,C9718,suspect,0
PID15214,Kavita Sharma,standard,C9211,victim,1
PID15214,Kawita Sharma,transliteration,C5969,victim,1
PID15214,Kaita Shaprma,typo,C6195,victim,1
PID34725,Suresh Verma,standard,C4478,victim,1
PID34725,Sureshh Vermma,phonetic,C7688,victim,1
PID19017,Shreya Patel,standard,C4532,witness,1
PID19017,Shreya Pathel,phonetic,C2200,reporter,1
PID41749,Gaurav Verma,standard,C1189,witness,1
PID41749,Gaurak Vedrma,typo,C4278,suspect,1
PID69983,Ishaan Patel,standard,C7701,witness,1
PID69983,Ishhaan Pathel,phonetic,C9597,victim,1
PID69983,Ishaan Paatel,transliteration,C7512,witness,1
PID68661,Gaurav Sharma,standard,C9290,witness,1
PID68661,Gaurab Sharma,phonetic,C7176,suspect,1
PID68661,Gaurab Sharma,phonetic,C9992,witness,1
PID68661,Gaurv Sharia,typo,C3050,witness,1
PID24796,Ananya Joshi,standard,C9768,witness,1
PID24796,Anacya Johsi,typo,C2427,reporter,1
PID86500,Amit Chauhan,standard,C4611,reporter,1
PID86500,Amith Chauhann,phonetic,C1093,witness,1
PID86500,Amith Chauhann,phonetic,C4624,suspect,1
PID86500,Ammit Chauhann,phonetic,C8863,suspect,1
PID43233,Arjun Patel,standard,C3183,reporter,1
PID43233,Arjunn Pathel,phonetic,C9740,reporter,1
PID80428,Shreya Joshi,standard,C1441,witness,1
PID80428,Shreya Josi,transliteration,C6180,suspect,1
PID80428,Shreya Joshhi,phonetic,C4830,witness,1
PID23676,Gaurav Joshi,non_matching,C9778,reporter,0
PID62973,Ravi Chauhan,standard,C1712,suspect,1
PID62973,Rabi Chauhann,phonetic,C6187,victim,1
PID62973,Rawi Chaauhan,transliteration,C3366,reporter,1
PID89895,Ravi Trivedi,non_matching,C6678,victim,0
PID70433,Yash Choudhary,standard,C9643,witness,1
PID70433,Ytsh Choudhwary,typo,C8362,victim,1
PID96041,Aarav Sharma,standard,C9063,witness,1
PID96041,Aarab Sharmma,phonetic,C5357,suspect,1
PID96041,Aarv Sharm,typo,C8842,suspect,1
PID69441,Aarav Joshi,non_matching,C9746,suspect,0
PID76518,Krishna Chauhan,standard,C6573,witness,1
PID76518,Krishhna Chauhann,phonetic,C6029,victim,1
PID76518,Krishnna Chauhann,phonetic,C1991,victim,1
PID76518,Kmishna Chauan,typo,C9112,victim,1
PID92234,Krishna Choudhary,non_matching,C3738,suspect,0
PID44962,Kavita Choudhary,standard,C9316,victim,1
PID44962,Kaavita Chooodhary,transliteration,C3565,witness,1
PID44962,Kaveeta Chooodhary,transliteration,C8830,reporter,1
PID44962,Kaavita Choudhaary,transliteration,C8763,victim,1
PID90640,Shreya Shah,standard,C6116,suspect,1
PID90640,Shreya Shaah,transliteration,C7842,victim,1
PID99145,Lakshmi Shah,non_matching,C5833,suspect,0
PID36769,Arjun Gupta,standard,C9002,suspect,1
PID36769,Arjurn Guzpta,typo,C7569,suspect,1
PID70040,Amit Gupta,non_matching,C9893,reporter,0
PID25593,Ishaan Sharma,standard,C6490,witness,1
PID25593,Ishan Sharma,transliteration,C5158,victim,1
PID25593,Ishaann Sharmma,phonetic,C8052,reporter,1
PID49654,Gaurav Mishra,standard,C6730,suspect,1
PID49654,Gaurab Mishhra,phonetic,C7642,witness,1
PID49654,Gaoorav Mishraa,transliteration,C1040,victim,1
PID30324,Krishna Sharma,standard,C7527,victim,1
PID30324,Krisna Sharma,transliteration,C9184,witness,1
PID90356,Lakshmi Shah,standard,C5177,witness,1
PID90356,Laksmi Shaah,transliteration,C9849,reporter,1
PID40026,Sanjay Shah,non_matching,C5034,reporter,0
PID36213,Rahul Agarwal,standard,C4437,reporter,1
PID36213,Rahool Agaarwal,transliteration,C8354,victim,1
PID36213,Rahul Agarval,phonetic,C7582,reporter,1
PID60349,Divya Yadav,standard,C4452,witness,1
PID60349,Divya Yadhav,phonetic,C8093,reporter,1
PID60349,Dsvya Yadaq,typo,C1193,reporter,1
PID13237,Amit Patel,standard,C7075,reporter,1
PID13237,Ammit Pathel,phonetic,C2776,reporter,1
PID13237,Amit Paatel,transliteration,C5175,suspect,1
PID13237,Amt Pdatel,typo,C3715,witness,1
PID84988,Amit Singh,non_matching,C3976,reporter,0
PID18688,Sanjay Gupta,standard,C6306,suspect,1
PID18688,Saanjay Goopta,transliteration,C9141,reporter,1
PID63717,Aarav Gupta,non_matching,C7427,victim,0
PID23400,Lakshmi Singh,standard,C7812,suspect,1
PID23400,Lakshmxi Siegh,typo,C3714,suspect,1
PID96482,Arjun Patel,standard,C4123,victim,1
PID96482,Arjoon Paatel,transliteration,C6525,victim,1
PID85951,Krishna Kumar,standard,C8538,suspect,1
PID85951,Krishhna Kummar,phonetic,C4804,victim,1
PID85951,Krishnva Kuar,typo,C4998,victim,1
PID85951,Kreeshna Koomar,transliteration,C9587,reporter,1
PID99661,Rahul Kumar,non_matching,C7135,victim,0
PID13866,Lakshmi Choudhary,standard,C5724,reporter,1
PID13866,Laakshmi Choudhaary,transliteration,C2121,witness,1
PID13866,Lakshhmi Choudhhary,phonetic,C7649,suspect,1
PID13866,Lakshmmi Choudhhary,phonetic,C4036,witness,1
PID59001,Lakshmi Verma,non_matching,C1580,suspect,0
PID55009,Neha Verma,standard,C3312,suspect,1
PID55009,Nehn Verxa,typo,C9930,witness,1
PID55009,Nehaa Verma,transliteration,C5839,witness,1
PID67108,Neha Singh,non_matching,C7847,suspect,0
PID40656,Rahul Patel,standard,C2367,reporter,1
PID40656,Rahu Pktel,typo,C9298,reporter,1
PID40656,Rahsl Patepl,typo,C9788,reporter,1
PID97871,Ananya Singh,standard,C4026,witness,1
PID97871,Annya Sing,typo,C1238,witness,1
PID96406,Ravi Mishra,standard,C4067,suspect,1
PID96406,Rawi Meeshra,transliteration,C7510,suspect,1
PID96406,Rabi Mishra,phonetic,C8784,victim,1
PID96406,Rabi Mishhra,phonetic,C8233,reporter,1
PID58272,Varun Yadav,standard,C5620,victim,1
PID58272,Varunn Yadab,phonetic,C7361,witness,1
PID58272,Varun Yadhav,phonetic,C5803,witness,1
PID87082,Ananya Shah,standard,C5642,suspect,1
PID87082,Annanya Shah,phonetic,C5378,suspect,1
PID87082,Anaanya Shah,transliteration,C5478,reporter,1
PID87082,Anaanya Shah,transliteration,C2005,witness,1
PID30465,Lakshmi Singh,standard,C2654,suspect,1
PID30465,Lakshhmi Singh,phonetic,C5462,victim,1
PID30465,Laxhmi Seengh,transliteration,C5699,victim,1
PID93921,Yash Kumar,standard,C7837,victim,1
PID93921,Yaash Kumaar,transliteration,C9116,suspect,1
PID93921,Yiash Kumaw,typo,C1794,victim,1
PID79769,Sanjay Mehta,standard,C5672,suspect,1
PID79769,Saznjay Mhehta,typo,C5948,reporter,1
PID79769,Sannjay Mehta,phonetic,C3924,reporter,1
PID49220,Sanjay Verma,non_matching,C7360,victim,0
PID70049,Rahul Mehta,standard,C4224,witness,1
PID70049,Rahul Mehtha,phonetic,C4601,reporter,1
PID70049,Rahul Mehtha,phonetic,C3380,witness,1
PID70049,Raahul Mehtaa,transliteration,C2543,witness,1
PID13385,Arjun Singh,standard,C4933,suspect,1
PID13385,Arju Sijgh,typo,C9541,witness,1
PID13385,Arjoon Seengh,transliteration,C1993,witness,1
PID13385,Arjun Seengh,transliteration,C7183,witness,1
PID22953,Arjun Mehta,non_matching,C9095,reporter,0
PID26918,Krishna Patel,standard,C3777,reporter,1
PID26918,Kirshna Patl,typo,C7623,victim,1
PID26918,Krishhna Pathel,phonetic,C6682,reporter,1
PID26918,Kreeshna Paatel,transliteration,C3265,suspect,1
PID40276,Deepak Patel,non_matching,C4595,reporter,0
PID18745,Yash Chauhan,standard,C9865,reporter,1
PID18745,Yas Chaauhan,transliteration,C2128,suspect,1
PID45169,Yash Shah,non_matching,C7277,victim,0
PID51365,Aditya Verma,standard,C3224,reporter,1
PID51365,Adhitya Verma,phonetic,C8683,reporter,1
PID28506,Ananya Mishra,standard,C3012,suspect,1
PID28506,Annanya Mishhra,phonetic,C4815,witness,1
PID51775,Varun Mishra,non_matching,C2133,reporter,0
PID58851,Sanjay Trivedi,standard,C5775,victim,1
PID58851,Saanjay Triwedi,transliteration,C4880,suspect,1
PID58851,Saonjay Triveid,typo,C4692,suspect,1
PID58851,Sanjmy Triveei,typo,C9540,witness,1
PID19405,Krishna Singh,standard,C5655,witness,1
PID19405,Krishna Sinbgh,typo,C8307,reporter,1
PID28881,Pooja Agarwal,standard,C1743,witness,1
PID28881,Pooja Agarval,phonetic,C7499,witness,1
PID49754,Ishaan Trivedi,standard,C5009,reporter,1
PID49754,Isohaan Triiedi,typo,C6218,suspect,1
PID49754,Isaan Treevedi,transliteration,C9689,suspect,1
PID65198,Amit Gupta,standard,C3765,witness,1
PID65198,Amilt Guptb,typo,C6271,reporter,1
PID96786,Yash Sharma,standard,C2757,suspect,1
PID96786,Yashh Sharma,phonetic,C8021,suspect,1
PID96786,Yashh Sharma,phonetic,C8962,witness,1
PID41501,Lakshmi Gupta,standard,C6227,reporter,1
PID41501,Lakhsmi Guyta,typo,C8106,witness,1
PID41501,Lakhmi Gapta,typo,C9868,suspect,1
PID41501,Lakshqmi Gupda,typo,C9273,suspect,1
PID78942,Shreya Agarwal,standard,C3943,suspect,1
PID78942,Shreya Agarval,phonetic,C1651,victim,1
PID78942,Shreyaa Agaarwal,transliteration,C2193,victim,1
PID35588,Yash Patel,standard,C2896,victim,1
PID35588,Yashh Pathel,phonetic,C5900,reporter,1
PID35588,Yxash Ptel,typo,C2259,suspect,1
PID35588,Yashh Pathel,phonetic,C1464,reporter,1
PID86855,Varun Mehta,standard,C4348,reporter,1
PID86855,Varun Mehta,phonetic,C7100,suspect,1
PID86855,Vaun Mehtb,typo,C1650,reporter,1
PID86855,Varoon Mehtaa,transliteration,C4758,witness,1
PID52170,Manish Yadav,standard,C8698,reporter,1
PID52170,Maanish Yaadav,transliteration,C6752,suspect,1
PID52170,Maanish Yaadav,transliteration,C3630,suspect,1
PID72081,Ravi Yadav,standard,C7286,suspect,1
PID72081,Ravm Yadav,typo,C7482,victim,1
PID72081,Rasi Yadak,typo,C1699,witness,1
PID64476,Shreya Choudhary,standard,C4040,victim,1
PID64476,Shveya Cohudhary,typo,C2440,reporter,1
PID64476,Shrey Choudary,typo,C6213,witness,1
PID42337,Varun Choudhary,non_matching,C1205,victim,0
PID85708,Ishaan Gupta,standard,C4022,suspect,1
PID85708,Ishaann Guptha,phonetic,C5672,reporter,1
PID85708,Ishan Guptaa,transliteration,C5538,witness,1
PID85708,Isaan Goopta,transliteration,C9651,reporter,1
PID48825,Ishaan Mishra,standard,C8915,suspect,1
PID48825,Ishhaan Mishra,phonetic,C7108,suspect,1
PID48825,Ishan Meeshra,transliteration,C5535,reporter,1
PID15432,Varun Mishra,non_matching,C5319,reporter,0
PID79884,Deepak Trivedi,standard,C7636,reporter,1
PID79884,Deepah Triveyi,typo,C4823,witness,1
PID79884,Deepaak Treevedi,transliteration,C9722,reporter,1
PID43848,Suresh Kumar,standard,C8094,victim,1
PID43848,Sureshh Kummar,phonetic,C1372,victim,1
PID43848,Surjesh Komar,typo,C2763,suspect,1
PID43848,Sooresh Koomar,transliteration,C2697,witness,1
PID69221,Pooja Kumar,non_matching,C4003,reporter,0
PID76723,Manish Trivedi,standard,C3896,reporter,1
PID76723,Maanish Treevedi,transliteration,C6274,reporter,1
PID76723,Manis Treevedi,transliteration,C1199,witness,1
PID97811,Ishaan Agarwal,standard,C1185,suspect,1
PID97811,Ishhaan Agarval,phonetic,C5640,suspect,1
PID79017,Shreya Gupta,standard,C5582,reporter,1
PID79017,Shreyy Gupat,typo,C9103,suspect,1
PID79017,Shrzeya Gpta,typo,C1570,victim,1
PID79017,Shreya Goopta,transliteration,C3254,witness,1
PID83787,Ishaan Yadav,standard,C1714,suspect,1
PID83787,Ishaann Yadab,phonetic,C8589,victim,1
PID58389,Ananya Chauhan,standard,C6379,reporter,1
PID58389,Annanya Chauhann,phonetic,C9812,witness,1
PID35700,Rahul Agarwal,standard,C1821,witness,1
PID35700,Rhul Agarlal,typo,C1631,victim,1
PID35700,Raahul Agaarwal,transliteration,C4849,victim,1
PID35700,Rahrul Agarwl,typo,C9925,witness,1
PID17754,Kavita Agarwal,non_matching,C2590,witness,0
PID65496,Kavita Gupta,standard,C6308,witness,1
PID65496,Kaavita Goopta,transliteration,C7176,suspect,1
PID65496,Kabita Guptha,phonetic,C2547,witness,1
PID16526,Deepak Gupta,standard,C7222,suspect,1
PID16526,Deepaak Goopta,transliteration,C8477,witness,1
PID41509,Ravi Choudhary,standard,C1002,victim,1
PID41509,Rawi Chooodhary,transliteration,C8168,reporter,1
PID41509,Rabi Choudhhary,phonetic,C2701,reporter,1
PID38573,Sanjay Sharma,standard,C7674,suspect,1
PID38573,Sanjay Sharmma,phonetic,C8823,reporter,1
PID38573,Sanjay Sharma,phonetic,C9406,suspect,1
PID97865,Varun Agarwal,standard,C9111,witness,1
PID97865,Varusn Aglarwal,typo,C6978,suspect,1
PID97865,Varunn Agarval,phonetic,C9254,victim,1
PID23207,Varun Patel,non_matching,C6148,witness,0
PID47344,Neha Agarwal,standard,C3244,suspect,1
PID47344,Neh Agarwaz,typo,C6577,suspect,1
PID47344,Neha Agarval,phonetic,C8120,suspect,1
PID47344,Neha Agarval,phonetic,C8474,victim,1
PID58771,Neha Mehta,non_matching,C5211,victim,0
